1671730555824553985,neutral
803233842861658112,negative
1682374868526923776,negative
1508859639768752139,negative
160200466,positive
1520697767387090944,positive
1705850722770636800,negative
1224423540478185472,positive
1162347851344732160,neutral
1941058734966341632,neutral
1132872378369814528,negative
728961554,negative
1692250111705784320,neutral
1956672363942055938,negative
1460984257220956161,neutral
2910813313,negative
822677744,neutral
1677100951331635202,negative
1595723321282289664,negative
2913563439,positive
1901821864671899648,neutral
1669675061920296960,negative
128476344,neutral
3131679958,neutral
731541119834705921,neutral
2275935314,neutral
1813948744812855296,negative
1891574819365306368,positive
4188848662,positive
4024570025,neutral
1937455795844620288,positive
128804924,positive
558639742,negative
253613955,negative
1861508941475127296,negative
1880952858,neutral
1806677075866128384,neutral
1475957150493118467,negative
1522440952014585857,neutral
1529502105857409024,positive
1957530769620103169,negative
1965521225028939776,neutral
1951946903077445632,positive
48672959,positive
613519892,negative
1597837908261580801,neutral
1585827460318625792,negative
248569116,negative
518650629,neutral
1839629941484208128,negative
432396682,neutral
1924679709440540672,negative
369921878,positive
1663870387443101701,neutral
1968390076934799360,negative
